pyr,videotime
0.1982523,558.05
0.2702019,558.083333333333
0.2798399,558.116666666667
0.2144433,558.15
0.08967327,558.183333333333
-0.05539158,558.216666666667
-0.1910606,558.25
-0.2773924,558.283333333333
-0.2840248,558.316666666667
-0.2182651,558.35
-0.07889397,558.383333333333
0.07607288,558.416666666667
0.2003289,558.45
0.2826104,558.483333333333
0.2810234,558.516666666667
0.187287,558.55
