pyr,videotime
0.09753357,551.35
0.1180748,551.383333333333
0.1031788,551.416666666667
0.06034875,551.45
0.0115968,551.483333333333
-0.04694904,551.516666666667
-0.1023608,551.55
-0.1310686,551.583333333333
-0.1227538,551.616666666667
-0.07450576,551.65
-0.007733902,551.683333333333
0.05761739,551.716666666667
0.1056717,551.75
0.1222667,551.783333333333
0.115003,551.816666666667
0.08372233,551.85
0.02336784,551.883333333333
-0.04710742,551.916666666667
-0.1039552,551.95
-0.135277,551.983333333333
-0.1333192,552.016666666667
-0.09216688,552.05
-0.01452813,552.083333333333
0.0774758,552.116666666667
0.1504085,552.15
0.1776089,552.183333333333
0.1526574,552.216666666667
0.08577402,552.25
-0.008548761,552.283333333333
-0.104021,552.316666666667
-0.1701361,552.35
-0.1910419,552.383333333333
-0.1640795,552.416666666667
-0.09279037,552.45
0.006190985,552.483333333333
0.1084521,552.516666666667
0.1823606,552.55
0.1950701,552.583333333333
0.1470292,552.616666666667
0.05669851,552.65
-0.04232526,552.683333333333
-0.1233633,552.716666666667
-0.1658352,552.75
-0.1613574,552.783333333333
-0.112655,552.816666666667
-0.02847505,552.85
0.0617807,552.883333333333
0.1355096,552.916666666667
0.1739118,552.95
0.1622413,552.983333333333
0.1007926,553.016666666667
0.006939315,553.05
-0.09490685,553.083333333333
-0.1716962,553.116666666667
-0.2031071,553.15
-0.1766354,553.183333333333
-0.1016833,553.216666666667
0.002004403,553.25
0.114033,553.283333333333
0.1871494,553.316666666667
0.2094078,553.35
0.179254,553.383333333333
0.09837721,553.416666666667
-0.004074408,553.45
-0.1005125,553.483333333333
-0.161923,553.516666666667
-0.1796471,553.55
-0.1546121,553.583333333333
-0.08754243,553.616666666667
9.192307e-05,553.65
0.08651531,553.683333333333
0.1504884,553.716666666667
0.1659296,553.75
0.1382539,553.783333333333
0.07758028,553.816666666667
-0.004611219,553.85
-0.08532017,553.883333333333
-0.1435932,553.916666666667
-0.15606,553.95
-0.1286415,553.983333333333
-0.07346074,554.016666666667
0.0008992014,554.05
0.07608871,554.083333333333
0.1255485,554.116666666667
0.1391165,554.15
0.1184752,554.183333333333
0.06493253,554.216666666667
